"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"ks.classic"
"15"	"GO:0009067"	"aspartate family amino acid biosynthetic..."	7	2	1.11	"0.00372"
"16"	"GO:0009057"	"macromolecule catabolic process"	46	5	7.28	"0.00379"
"17"	"GO:0019538"	"protein metabolic process"	687	139	108.75	"0.00523"
"18"	"GO:0030163"	"protein catabolic process"	44	5	6.97	"0.00535"
"19"	"GO:0009058"	"biosynthetic process"	739	157	116.98	"0.00576"
"20"	"GO:0040007"	"growth"	13	2	2.06	"0.00620"
"21"	"GO:0044260"	"cellular macromolecule metabolic process"	848	166	134.24	"0.00641"
"22"	"GO:0000097"	"sulfur amino acid biosynthetic process"	5	2	0.79	"0.00740"
"23"	"GO:0007010"	"cytoskeleton organization"	39	10	6.17	"0.00821"
"24"	"GO:0044249"	"cellular biosynthetic process"	531	125	84.06	"0.01049"
"25"	"GO:0006367"	"transcription initiation from RNA polyme..."	6	1	0.95	"0.01524"
"26"	"GO:0007049"	"cell cycle"	110	21	17.41	"0.01623"
"27"	"GO:0044265"	"cellular macromolecule catabolic process"	38	4	6.02	"0.01668"
"28"	"GO:0006096"	"glycolysis"	13	3	2.06	"0.01804"
"29"	"GO:0006006"	"glucose metabolic process"	19	3	3.01	"0.02077"
"30"	"GO:0006422"	"aspartyl-tRNA aminoacylation"	5	0	0.79	"0.02146"
"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"t.elim"
"1"	"GO:0006412"	"translation"	229	74	36.25	"1.2e-07"
"2"	"GO:0006091"	"generation of precursor metabolites and ..."	94	31	14.88	"3.3e-06"
"3"	"GO:0006414"	"translational elongation"	10	7	1.58	"0.00076"
"4"	"GO:0000003"	"reproduction"	49	9	7.76	"0.00242"
"5"	"GO:0042773"	"ATP synthesis coupled electron transport"	5	4	0.79	"0.00303"
"6"	"GO:0009067"	"aspartate family amino acid biosynthetic..."	7	2	1.11	"0.00372"
"7"	"GO:0030163"	"protein catabolic process"	44	5	6.97	"0.00535"
"8"	"GO:0040007"	"growth"	13	2	2.06	"0.00620"
"9"	"GO:0000097"	"sulfur amino acid biosynthetic process"	5	2	0.79	"0.00740"
"10"	"GO:0007010"	"cytoskeleton organization"	39	10	6.17	"0.00821"
"11"	"GO:0006367"	"transcription initiation from RNA polyme..."	6	1	0.95	"0.01524"
"12"	"GO:0007049"	"cell cycle"	110	21	17.41	"0.01623"
"13"	"GO:0044265"	"cellular macromolecule catabolic process"	38	4	6.02	"0.01668"
"14"	"GO:0006096"	"glycolysis"	13	3	2.06	"0.01804"
"15"	"GO:0006006"	"glucose metabolic process"	19	3	3.01	"0.02077"
"16"	"GO:0006422"	"aspartyl-tRNA aminoacylation"	5	0	0.79	"0.02146"
"17"	"GO:0006511"	"ubiquitin-dependent protein catabolic pr..."	37	4	5.86	"0.02515"
"18"	"GO:0051603"	"proteolysis involved in cellular protein..."	37	4	5.86	"0.02515"
"19"	"GO:0043632"	"modification-dependent macromolecule cat..."	37	4	5.86	"0.02515"
"20"	"GO:0044257"	"cellular protein catabolic process"	37	4	5.86	"0.02515"
"21"	"GO:0019941"	"modification-dependent protein catabolic..."	37	4	5.86	"0.02515"
"22"	"GO:0070647"	"protein modification by small protein co..."	22	3	3.48	"0.02722"
"23"	"GO:0032446"	"protein modification by small protein co..."	22	3	3.48	"0.02722"
"24"	"GO:0016567"	"protein ubiquitination"	22	3	3.48	"0.02722"
"25"	"GO:0048610"	"cellular process involved in reproductio..."	22	3	3.48	"0.03102"
"26"	"GO:0051321"	"meiotic cell cycle"	22	3	3.48	"0.03102"
"27"	"GO:0022414"	"reproductive process"	22	3	3.48	"0.03102"
"28"	"GO:0043038"	"amino acid activation"	36	7	5.7	"0.03382"
"29"	"GO:0043039"	"tRNA aminoacylation"	36	7	5.7	"0.03382"
"30"	"GO:0006418"	"tRNA aminoacylation for protein translat..."	36	7	5.7	"0.03382"
"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"t.weight01"
"1"	"GO:0046039"	"GTP metabolic process"	17	2	2.69	"< 1e-30"
"2"	"GO:0009206"	"purine ribonucleoside triphosphate biosy..."	17	4	2.69	"< 1e-30"
"3"	"GO:0034622"	"cellular macromolecular complex assembly"	35	14	5.54	"< 1e-30"
"4"	"GO:0019637"	"organophosphate metabolic process"	26	7	4.12	"< 1e-30"
"5"	"GO:0006412"	"translation"	229	74	36.25	"1.3e-06"
"6"	"GO:0006091"	"generation of precursor metabolites and ..."	94	31	14.88	"4.5e-05"
"7"	"GO:0007010"	"cytoskeleton organization"	39	10	6.17	"0.00020"
"8"	"GO:2000112"	"regulation of cellular macromolecule bio..."	78	12	12.35	"0.00041"
"9"	"GO:0019219"	"regulation of nucleobase-containing comp..."	88	11	13.93	"0.00042"
"10"	"GO:0006414"	"translational elongation"	10	7	1.58	"0.00076"
"11"	"GO:0016071"	"mRNA metabolic process"	27	8	4.27	"0.00114"
"12"	"GO:0042773"	"ATP synthesis coupled electron transport"	5	4	0.79	"0.00303"
"13"	"GO:0009067"	"aspartate family amino acid biosynthetic..."	7	2	1.11	"0.00372"
"14"	"GO:0040007"	"growth"	13	2	2.06	"0.00620"
"15"	"GO:0000097"	"sulfur amino acid biosynthetic process"	5	2	0.79	"0.00740"
"16"	"GO:0048193"	"Golgi vesicle transport"	10	1	1.58	"0.00937"
"17"	"GO:0044238"	"primary metabolic process"	1526	264	241.56	"0.01419"
"18"	"GO:0006631"	"fatty acid metabolic process"	8	3	1.27	"0.01492"
"19"	"GO:0006367"	"transcription initiation from RNA polyme..."	6	1	0.95	"0.01524"
"20"	"GO:0006096"	"glycolysis"	13	3	2.06	"0.01804"
"21"	"GO:0030163"	"protein catabolic process"	44	5	6.97	"0.01812"
"22"	"GO:0000003"	"reproduction"	49	9	7.76	"0.01980"
"23"	"GO:0006422"	"aspartyl-tRNA aminoacylation"	5	0	0.79	"0.02146"
"24"	"GO:0015031"	"protein transport"	137	28	21.69	"0.02186"
"25"	"GO:0006511"	"ubiquitin-dependent protein catabolic pr..."	37	4	5.86	"0.02515"
"26"	"GO:0006790"	"sulfur compound metabolic process"	21	4	3.32	"0.02516"
"27"	"GO:0044267"	"cellular protein metabolic process"	548	120	86.75	"0.03851"
"28"	"GO:0032787"	"monocarboxylic acid metabolic process"	12	4	1.9	"0.03919"
"29"	"GO:0043648"	"dicarboxylic acid metabolic process"	17	2	2.69	"0.03929"
"30"	"GO:0006006"	"glucose metabolic process"	19	3	3.01	"0.03956"
"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"t.lea"
"1"	"GO:0006412"	"translation"	229	74	36.25	"1.0e-08"
"2"	"GO:0006091"	"generation of precursor metabolites and ..."	94	31	14.88	"3.9e-07"
"3"	"GO:0006414"	"translational elongation"	10	7	1.58	"0.00076"
"4"	"GO:0009987"	"cellular process"	1684	297	266.57	"0.00077"
"5"	"GO:0000003"	"reproduction"	49	9	7.76	"0.00242"
"6"	"GO:0042773"	"ATP synthesis coupled electron transport"	5	4	0.79	"0.00303"
"7"	"GO:0009067"	"aspartate family amino acid biosynthetic..."	7	2	1.11	"0.00372"
"8"	"GO:0009057"	"macromolecule catabolic process"	46	5	7.28	"0.00379"
"9"	"GO:0030163"	"protein catabolic process"	44	5	6.97	"0.00535"
"10"	"GO:0040007"	"growth"	13	2	2.06	"0.00620"
"11"	"GO:0000097"	"sulfur amino acid biosynthetic process"	5	2	0.79	"0.00740"
"12"	"GO:0007010"	"cytoskeleton organization"	39	10	6.17	"0.00821"
"13"	"GO:0006367"	"transcription initiation from RNA polyme..."	6	1	0.95	"0.01524"
"14"	"GO:0007049"	"cell cycle"	110	21	17.41	"0.01623"
"15"	"GO:0044265"	"cellular macromolecule catabolic process"	38	4	6.02	"0.01668"
"16"	"GO:0006096"	"glycolysis"	13	3	2.06	"0.01804"
"17"	"GO:0006422"	"aspartyl-tRNA aminoacylation"	5	0	0.79	"0.02146"
"18"	"GO:0006511"	"ubiquitin-dependent protein catabolic pr..."	37	4	5.86	"0.02515"
"19"	"GO:0016567"	"protein ubiquitination"	22	3	3.48	"0.02722"
"20"	"GO:0051321"	"meiotic cell cycle"	22	3	3.48	"0.03102"
"21"	"GO:0007275"	"multicellular organismal development"	41	9	6.49	"0.03417"
"22"	"GO:0046164"	"alcohol catabolic process"	17	4	2.69	"0.03509"
"23"	"GO:0015031"	"protein transport"	137	28	21.69	"0.04122"
"24"	"GO:0051340"	"regulation of ligase activity"	22	3	3.48	"0.04170"
"25"	"GO:0006606"	"protein import into nucleus"	9	3	1.42	"0.04278"
"26"	"GO:0051440"	"regulation of ubiquitin-protein ligase a..."	21	3	3.32	"0.04376"
"27"	"GO:0051443"	"positive regulation of ubiquitin-protein..."	21	3	3.32	"0.04376"
"28"	"GO:0051444"	"negative regulation of ubiquitin-protein..."	21	3	3.32	"0.04376"
"29"	"GO:0046488"	"phosphatidylinositol metabolic process"	7	1	1.11	"0.04726"
"30"	"GO:0019751"	"polyol metabolic process"	5	3	0.79	"0.05134"
